Time,N°survey,N°sighting,Date,Lat N,Long E,Species,Set,N° animal,A,J,C,Other species,Boat,S,Se,HSB,FB,Fe,T,Dist from boat,Speed boat,Our boat dist,BEARING,Direction ,Reaction ,Dolphin speed,Diving time,Movement formation,State ,Event,Category ,Note,Stratum
16:32,87,61,25.11.2016,/,/,DD,1a,35,33,2,0,/,4,0,0,0,4,0,0,4FBM,/,200,378,/,NEU,NA,NA,SP,D,1L,F,1A: 8 dolphins,Random to Pythagorio Bay
13:26,88,62,06.12.2016,37.63417,26.867662,TT,1,1,1,0,0,/,1,0,0,0,1,0,0,1FBM,/,150,328,/,UND,NA,NA,AL,UND,,F,,Random to Samiopoula
14:21,92,1,30.01.2017,NO GPS,NO GPS,DD,1,2,2,0,0,/,0,0,0,0,0,0,0,/,/,0,42,/,POS,NA,/,FR,S,BR,S,,Random to Samiopoula
14:26,92,1,30.01.2017,/,/,DD,1,2,2,0,0,/,0,0,0,0,0,0,0,/,/,0,42,/,POS,NA,/,FR,S,BR,S,,Random to Samiopoula
14:31,92,1,30.01.2017,/,/,DD,1,2,2,0,0,/,0,0,0,0,0,0,0,/,/,20,35,/,NEU,NA,/,FR,TR,/,TR,,Random to Samiopoula
15:03,92,2,30.01.2017,/,/,DD,1,1,1,0,0,/,1,0,0,0,1,0,0,FBM,NA,50,25,/,NEU,NA,/,AL,TR,L,TR,,Random to Samiopoula
13:49,96,3,10.02.2017,37.65571,26.953632,DD,1,2,2,0,0,/,2,0,0,0,2,0,0,2FBM,NA,50,110,/,NEU,NA,/,FR,TR,/,TR,,Random to Samiopoula
16:26,96,4,10.02.2017,37.658056,26.914444,DD,1,3,3,0,0,/,0,0,0,0,0,0,0,/,/,100,85,/,POS,NA,/,FR,TR,3Br,TR,,Random to Samiopoula
16:31,96,4,10.02.2017,/,/,DD,1,3,3,0,0,/,0,0,0,0,0,0,0,/,/,150,274,/,NEU,NA,NA,TI,D,L,TR,,Random to Samiopoula
16:55,98,5,17.02.2017,37.548262,26.854655,DD,1,3,3,0,0,/,0,0,0,0,0,0,0,/,/,5,268,/,POS,NA,/,LI,TR,/,TR,,Random to Lipsi
14:06,103,6,03.03.2017,37.634024,26.882808,DD,1,5,4,1,0,/,0,0,0,0,0,0,0,/,/,5,198,/,POS,NA,/,FR,TR,/,TR,,Random to Lipsi
13:54,105,7,06.03.2017,37.714353,26.377477,TT,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,5,320,/,POS,NA,/,SP,S,BR,S,,Random to Ikaria to Samos
14:02,105,7,06.03.2017,/,/,TT,1,4,4,0,0,/,0,0,0,0,0,0,0,/,/,5,45,/,POS,NA,/,AL,S,BR,S,,Random to Ikaria to Samos
16:05,105,8,06.03.2017,37.670897,26.653273,DD,1,1,1,0,0,/,0,0,0,0,0,0,0,/,/,20,24,/,NEU,NA,/,AL,TR,/,TR,,Random to Ikaria to Samos
9:09,107,9,24.03.2017,37.652183,26.739085,DD,1,3,3,0,0,/,0,0,0,0,0,0,0,/,/,0,90,/,POS,NA,/,FR,TR,BR,TR,,Random to Marathokampos Bay
9:17,107,9,24.03.2017,/,/,DD,1,3,3,0,0,/,0,0,0,0,0,0,0,/,/,50,15,/,NEU,NA,/,SP,TR,/,TR,,Random to Marathokampos Bay
9:32,107,10,24.03.2017,37.664717,26.732233,DD,1,3,3,0,0,/,0,0,0,0,0,0,0,/,/,10,320,/,NEU,NA,/,SP,TR,/,TR,,Random to Marathokampos Bay
9:38,107,10,24.03.2017,/,/,DD,1,3,3,0,0,/,0,0,0,0,0,0,0,/,/,20,260,/,NEU,NA,/,SP,TR,/,TR,,Random to Marathokampos Bay
10:25,107,11,24.03.2017,37.672083,26.67895,DD,1,4,4,0,0,/,1,0,0,0,1,0,0,FBF,NA,5,70,/,POS,NA,/,SP,TR,BR,TR,,Random to Marathokampos Bay
10:30,107,11,24.03.2017,/,/,DD,1,4,4,0,0,/,1,0,0,0,1,0,0,FBF,NA,5,350,/,POS,NA,/,SP,TR,BR,TR,,Random to Marathokampos Bay
16:48,109,12,30.03.2017,37.627167,26.879767,UND,1,6,6,0,0,/,1,0,0,0,0,0,1,TM,NA,70,95,/,NEU,NA,/,LI,TR,L,TR,,Random to Samiopoula
10:48,110,13,04.04.2017,37.6934,26.6691,TT,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,50,358,/,NEU,NA,/,LI,F,/,F,,Random to Samiopoula
10:54,110,13,04.04.2017,/,/,TT,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,50,140,/,NEU,NA,/,LI,F,/,F,,Random to Marathokapos Bay
10:59,110,13,04.04.2017,/,/,TT,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,20,170,/,NEU,NA,/,SP,F,/,F,,Random to Marathokapos Bay
11:04,110,13,04.04.2017,/,/,TT,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,100,82,/,NEU,NA,/,LI,F,/,F,,Random to Marathokapos Bay
11:09,110,13,04.04.2017,/,/,TT,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,60,226,/,NEU,NA,/,SP,F,L,F,,Random to Marathokapos Bay
11:14,110,13,04.04.2017,/,/,TT,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,10,227,/,NEU,NA,/,SP,F,FU,F,,Random to Marathokapos Bay
11:23,110,13,04.04.2017,/,/,TT,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,60,183,/,NEU,NA,/,SP,F,/,F,,Random to Marathokapos Bay
11:32,110,13,04.04.2017,/,/,TT,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,30,114,/,NEU,NA,/,SP,F,/,F,,Random to Marathokapos Bay
11:36,110,13,04.04.2017,/,/,TT,1,8,6,2,0,/,0,0,0,0,0,0,0,/,/,50,52,/,NEU,NA,/,SP,F,/,F,,Random to Marathokapos Bay
15:20,113,14,12.04.2017,37.63755,26.92511666666667,DD,1,7,7,0,0,/,0,0,0,0,0,0,0,/,/,100,195,/,NEU,NA,/,LI,TR,/,TR,,Random Lipsi to Samos
15:25,113,14,12.04.2017,/,/,DD,1,7,7,0,0,/,0,0,0,0,0,0,0,/,/,100,70,/,NEU,NA,/,FR,TR,/,TR,,Random Lipsi to Samos
15:28,113,14,12.04.2017,/,/,DD,1,7,7,0,0,/,0,0,0,0,0,0,0,/,/,0,120,/,NEU,NA,/,FR,TR,2L,TR,,Random Lipsi to Samos
15:30,113,14,12.04.2017,/,/,DD,1,7,7,0,0,/,0,0,0,0,0,0,0,/,/,20,45,/,NEU,NA,NA,FR,"S,D",/,TR,,Random Lipsi to Samos
15:40,113,14,12.04.2017,/,/,DD,1,7,7,0,0,/,0,0,0,0,0,0,0,/,/,70,167,/,NEU,NA,/,LI,TR,/,TR,,Random Lipsi to Samos
8:23,115,15,03.05.2017,37.67555,26.951583,DD,1a+1b,8,8,0,0,/,0,0,0,0,0,0,0,/,/,250,75,/,POS,s,/,SP,SU-F,BR,F,1a=6 dolphins--- 1b=2 dolphins,Random to Lipsi
8:29,115,15,03.05.2017,/,/,DD,1a+1b,8,8,0,0,/,0,0,0,0,0,0,0,/,/,100,50,/,POS,s,/,SP,SU-F,BR,F,,Random to Lipsi
8:35,115,15,03.05.2017,/,/,DD,1a+1b,8,8,0,0,/,0,0,0,0,0,0,0,/,/,135,30,/,NEU,s,/,FR,SU-F,/,F,1B S,Random to Lipsi
8:45,115,15,03.05.2017,/,/,DD,1a+1b,8,8,0,0,/,0,0,0,0,0,0,0,/,/,150,60,/,NEU,s,/,FR,SU-F,/,F,1B SU-F,Random to Lipsi
8:50,115,15,03.05.2017,/,/,DD,1a+1b,8,8,0,0,/,0,0,0,0,0,0,0,/,/,150,60,/,NEU,s,/,SP,SU-F,/,F,1B S,Random to Lipsi
8:55,115,15,03.05.2017,/,/,DD,1a+1b,8,8,0,0,/,0,0,0,0,0,0,0,/,/,200,165,/,NEU,s,/,SP,SU-F,/,F,,Random to Lipsi
9:00,115,15,03.05.2017,/,/,DD,1a+1b,8,8,0,0,/,0,0,0,0,0,0,0,/,/,10,100,/,NEU,s,/,SP,SU-F,/,F,,Random to Lipsi
9:05,115,15,03.05.2017,/,/,DD,1a+1b,8,8,0,0,/,0,0,0,0,0,0,0,/,/,100,100,/,NEU,s,/,LI,SU-F,/,F,,Random to Lipsi
12:02,115,16,03.05.2017,"37,41155","26,7713166",TT,1,2,2,0,0,/,1,0,0,0,0,0,1,1TM,1Ts,500,180,/,NEU,s,NA,FR,"D,F",/,F,Trawler -->RXN +,Random to Lipsi
12:07,115,16,03.05.2017,/,/,TT,1,2,2,0,0,/,1,0,0,0,0,0,1,1TM,1Ts,100,120,/,NEU,s,M,FR,"D,F",BR,F,Trawler -->RXN +,Random to Lipsi
12:16,115,16,03.05.2017,/,/,TT,1,2,2,0,0,/,1,0,0,0,0,0,1,1TM,1Ts,75,80,/,NEU,s,L,FR,"D,F",/,F,Trawler -->RXN +,Random to Lipsi
12:24,115,16,03.05.2017,/,/,TT,1,2,2,0,0,/,5,2,0,1,0,0,2,"1TM1TF,2SM,1HSBM","1HSBf, 1Ts, 1Sm",250,20,/,NEU,s,NMU,FR,D,/,TR,"lot of boats, dolphins disappears",Random to Lipsi
9:42,116,17,05.05.2017,"37,3185833","26,57661666",DD,1,4,4,0,0,/,1,0,0,0,0,1,0,1FeC,1Fef,40,80,/,POS,f,/,SP,TR,/,TR,,Ferry to Lipsi to Samos
10:09,116,18,05.05.2017,"37,3263","26,57536666",DD,1,3,3,0,0,/,1,0,0,0,0,1,0,1FeM,1Fef,110,80,/,NEU,f,/,SP,TR,/,TR,,Ferry to Lipsi to Samos
8:04,117,19,12.05.2017,37.67075,26.92668,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TC,1Tm,20,15,E,POS,M,VS,FR,F,B,F,trawler (+),Random to Samiopoula
8:07,117,19,12.05.2017,/,,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TC,1Tm,5,,/,POS,,/,,F,"IB,B,BR",F,,Random to Samiopoula
8:10,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TM,1Tm,0,,/,NEU,,/,,F,/,F,dolphin travelling E direction,Random to Samiopoula
8:13,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TM,1Tm,0,,/,NEU,,/,,F,5B,F,100m for the trawler,Random to Samiopoula
8:18,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TM,1Tm,0,,/,POS,,/,,F,IB,F,,Random to Samiopoula
8:21,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TM,1Tm,0,,/,NEU,,M,,"F,D",3B,F,,Random to Samiopoula
8:24,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TM,1Tm,0,,/,POS,,/,,Ss,2 IB,S,,Random to Samiopoula
8:27,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,2,0,0,0,0,1b,1b,"1TM,1FF",1Tm/1Ff,0,,/,NEU,,S,,"Mi, D",B,Mi,Ferry fast to Wdir,Random to Samiopoula
8:30,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,2,0,0,0,0,1b,1b,"1TM,1FF",1Tm/1Ff,0,,/,NEU,,S,,D,"IB,BU",S,Ferry fast to E dir,Random to Samiopoula
8:33,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TF,1Ts,0,,/,POS,,/,,Ss,IB,S,pooing,Random to Samiopoula
8:36,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TF,1Ts,0,,/,POS,,S,,F,/,F,following the trawler,Random to Samiopoula
8:39,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TF,1Ts,0,,/,NEU,,/,,Ss,"1TL,1B",S,trawler E DIR,Random to Samiopoula
8:42,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TF,1Ts,0,,/,NEU,,/,,F,/,F,Following the trawler,Random to Samiopoula
8:45,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,2,0,0,0,0,0,1b,"1TC, 1FF",1Ts/1Ff,150,,/,NEU,,M,,"F, D",/,F,"following the trawler, Trawler W, ferry w dir.",Random to Samiopoula
8:48,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TF,1Ts,,,/,NEU,,L,,"F,D",B,F,trawler W dir.,Random to Samiopoula
8:51,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TF,1Ts,,,/,NEU,,/,,Mi,"IB,BR",Mi,trawler W dir.,Random to Samiopoula
8:54,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1,1Ts,,,/,NEU,,S,,Re/D,/,Re,,Random to Samiopoula
8:58,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TF,1Ts,,,/,NEU,,/,,Re,/,Re,,Random to Samiopoula
9:01,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,0,0,0,0,1b,1TF,1Ts,,,/,NEU,,/,,Ss,"IB,BR",Ss,,Random to Samiopoula
9:04,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,,,/,NEU,,/,,So,7Ma,So,3 pooing,Random to Samiopoula
9:07,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,,,/,POS,,/,,Re/Mi,IB,Re,,Random to Samiopoula
9:10,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,1m,0,0,0,0,0,1SM,1Sm,,,/,NEU,,/,,Re/Mi,/,Re,,Random to Samiopoula
9:13,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,1m,0,0,0,0,0,/,/,,,/,,,/,,Ss,"2Ma,IB,BR",S,,Random to Samiopoula
9:16,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,4,3m,1m,0,0,0,0,/,/,,,/,,,/,,Re,/,Re,,Random to Samiopoula
9:19,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,4,3m,1m,0,0,0,0,"1KC, 2SM","1Sm, 1Sem, 1Ks",,,/,,,/,,Re,/,Re,1 KATAMARAN CLOSE,Random to Samiopoula
9:22,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,4,3m,1m,0,0,0,0,"1KC, 2SM","1Sm, 1Sem, 1Ks",,,/,,,/,,Re,IB,Re,,Random to Samiopoula
9:25,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,1m,0,0,0,0,0,1KC,1Ks,,,/,,,/,,S,BR,S,BR NEAR KATAMARAN,Random to Samiopoula
9:28,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,1m,0,0,0,0,0,1KC,1Ks,,,/,,,/,,Ss/Re,IB,S,,Random to Samiopoula
9:31,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,1m,0,0,0,0,0,1KC,1Ks,,,/,,,/,,Re,IB,Re,,Random to Samiopoula
9:34,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,1m,1m,0,0,0,0,"1KC,1SeM","1Ks, 1Sem",,,/,,,/,,Re,/,Re,,Random to Samiopoula
9:37,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,1m,0,0,0,0,0,"1KC,1SeC","1Ks, 1Sem",,,/,,,S,,"Re,D",/,Re,,Random to Samiopoula
9:40,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,1,0,1m,0,0,0,0,1SeC,1Sem,,,/,,,/,,Re,"IB,B",Re,,Random to Samiopoula
9:43,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,4,0,4m,0,0,0,0,"2SeC, 2SeF","1Sem,1Sm",,,/,,,/,,Re,BR,Re,,Random to Samiopoula
9:46,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,4,0,4m,0,0,0,0,"2SeC, 2SeF","1Sem,1Sm",,,/,,,/,,Re,/,Re,,Random to Samiopoula
9:49,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,3,0,2m,0,0,0,1b,"1SeM, 1SeF, TM","2Sem,1Ts",,,/,,,/,,Ss,IB,Ss,,Random to Samiopoula
9:52,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,3,0,2m,0,0,0,1b,"1SeM, 1SeF, TM","2Sem,1Ts",,,/,,,/,,Re,"IB,BR",Re,,Random to Samiopoula
9:55,117,19,12.05.2017,/,/,DD,1,5,4,1,0,Puffinus yelkouan,3,0,2m,0,0,0,1b,"1SeM, 1SeF, TM","2Sem,1Ts",,,/,,,/,,Re,/,Re,,Random to Samiopoula
9:58,117,19,12.05.2017,37.667666,26.922666,DD,1,5,4,1,0,Puffinus yelkouan,3,0,2m,0,0,0,1b,"1SeM, 1SeF, TM","2Sem,1Ts",,,/,,,/,,Re,/,Re,STOP FOLLOW THE DOLPHINS,Random to Samiopoula
10:30,117,/,12.05.2017,37.6495,26.953166,/,/,/,/,/,/,/,/,/,/,/,/,0,1b,1TM,1Ts,300,45,/,/,/,/,/,/,/,/,TUNA SEAGULL,Random to Samiopoula
11:30,117,20,12.05.2017,37.641333,26.92,UND,1,4,,,0,/,1,0,0,0,0,0,1b,1TM,1Ts,400,90,W,,,,LI,Tr-F,/,Tr,DOLPHIN TRAVELLING W,Random to Samiopoula
11:50,117,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,STOP SURVEY,Random to Samiopoula
9:11,118,21,17.05.2017,37.661533,26.934466,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,200,100,/,NEU,s,M,SP,"F,D",/,F,,Random to Samiopoula
9:14,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,40,90,/,NEU,s,M,SP,"F,D",/,F,,Random to Samiopoula
9:17,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,5,270,/,POS,s,S,SP,SU-F,2IB,F,,Random to Samiopoula
9:20,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,0,0,/,NEU,s,L,SP,"D,F",/,F,,Random to Samiopoula
9:23,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,0,0,/,POS,m,L,SP,"D,F","5IB,BR,BU",F,GROUP A=5 DOLPHINS FEEDING,Random to Samiopoula
9:26,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,10,310,/,NEU,m,S,SP,"D,F",IB,F,,Random to Samiopoula
9:29,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,20,45,/,NEU,s,S,SP,SU-F,/,F,,Random to Samiopoula
9:32,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,20,280,/,NEU,m,S,FR,"D,F","1BU,1IB",F,,Random to Samiopoula
9:35,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,1,0,1,0,0,0,0,1FM,1Fm,50,270,/,NEU,s,/,FR,SU-F,/,F,"BOAT STOP, DOLPHINS CONTINUE TO FOLLOW FISH",Random to Samiopoula
9:50,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,70,50,/,POS,m,/,FR,So,"IB,BR,6B,1MA,1BU",So,,Random to Samiopoula
9:53,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,2,2,0,0,0,0,0,2SF,2Fm,70,330,/,NEU,s,M,SP,"F,D","10B,1TS",F,,Random to Samiopoula
9:56,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,2,2,0,0,0,0,0,"1SM,1SF",2Sm,5,0,/,POS,m,/,SP,S,"3IB, BR, 2B",S,,Random to Samiopoula
9:59,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,2,2,0,0,0,0,0,"1SM,1SF",2Sm,5,50,/,POS,m,/,SP,S,"IB,BR",S,,Random to Samiopoula
10:02,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,2,2,0,0,0,0,0,"1SM,1SF",2Sm,5,10,/,NEU,s,/,SP,"F,D",5B,F,DOLPHINS GONE,Random to Samiopoula
10:08,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,2,2,0,0,0,0,0,2SF,2Sm,200,0,/,NEU,s,/,SP,SU-F,5B,F,BOAT STOP,Random to Samiopoula
10:11,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,3,2,1,0,0,0,0,"2SF,2SeF","2Sm,1Sem",70,0,/,NEU,s,L,SP,"F,D",/,F,BOAT STOP,Random to Samiopoula
10:15,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,2,1,1,0,0,0,0,"1SF,1SeM","1Sm,1Sem",200,10,/,NEU,s,L,SP,"F,D",5B,F,BOAT STOP,Random to Samiopoula
10:21,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,1,0,1,0,0,0,0,1SeF,1SeF,80,330,/,NEU,s,/,SP,F,/,F,,Random to Samiopoula
10:24,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,0,0,/,POS,m,/,FR,S,"4IB,BR,2B,4BU",F,POOING,Random to Samiopoula
10:27,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,2,1,1,0,0,0,0,"1SF,1SeC","1Sm,1Sem",0,0,/,POS,m,/,FR,S,"2IB,4BU,1B",S,,Random to Samiopoula
10:30,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,2,1,1,0,0,0,0,"1SF,1SeC","1Sm,1Sem",10,270,/,NEU,s,/,SP,"F,D",/,F,,Random to Samiopoula
10:33,118,21,17.05.2017,/,/,DD,1,10,8,2,0,Puffinus yelkouan,1,0,1,0,0,0,0,1SeC,1Sem,50,270,/,NEU,s,/,SP,"F,D",1BU,F,,Random to Samiopoula
11:02,118,22,17.05.2017,37.6495,26.95316,DD,1,7,7,0,0,/,0,0,0,0,0,0,0,/,/,30,0,/,POS,m,/,FR,S,"3IB,BU,BR,1LBr,4MA",S,,Random to Samiopoula
11:05,118,22,17.05.2017,/,/,DD,1,7,7,0,0,/,1,0,1,0,0,0,0,1SeM,1Sem,0,45,/,POS,m,/,SP,S,"1B,BR,1IB",S,,Random to Samiopoula
11:08,118,22,17.05.2017,/,/,DD,1,7,7,0,0,/,1,0,1,0,0,0,0,1SeC,1Sem,0,0,/,POS,m,NMU,SP,S,1B,S,,Random to Samiopoula
8:29,119,23,18.05.2017,37.6781,26.967983,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,250,45,E,NEU,m,S,SP,"F,D",4B,F,,Random to Pythagorio bay
8:33,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,0,0,/,NEU,m,/,SP,"F,Mi","1IB, 2B",F,,Random to Pythagorio bay
8:36,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Caretta caretta+Puffinus yelkouan ,0,0,0,0,0,0,0,/,/,0,0,E,POS,m,M,SP,"F,D, So","2IB,2Ma,BR",F,,Random to Pythagorio bay
8:39,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,0,0,/,POS,m,/,SP,S,"BR, 1B",S,,Random to Pythagorio bay
8:44,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,0,0,/,POS,m,/,SP,S,"1BU,BR,2B",S,,Random to Pythagorio bay
8:47,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,70,0,/,NEU,f,L,EC,"TR,D",/,TR,DOLPHIN GONE,Random to Pythagorio bay
8:50,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,0,45,E,NEU,f,L,SP,"F,D",/,F,,Random to Pythagorio bay
8:53,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,50,20,/,POS,f,M,SP,F/S/Re,"2IB,BR,1CD",S,GROUP SPLIT IN 2,Random to Pythagorio bay
9:00,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,50,45,W,NEU,s,NA,LI,F,BR,F,,Random to Pythagorio bay
9:03,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,0,20,E,NEU,s,S,SP,"F,Mi","BR,1B,2LBr,BR",F,,Random to Pythagorio bay
9:06,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,0,0,E,POS,f,S,SP,"TR,D","BR,1B",TR,,Random to Pythagorio bay
9:09,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,40,90,E,NEU,s,S,LI,"F,D",/,F,,Random to Pythagorio bay
9:12,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,80,20,/,NEU,s,S,FR,"F,D",2B,F,BOAT STOP,Random to Pythagorio bay
9:15,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,40,20,/,NEU,s,M,LI,"F,D",/,F,,Random to Pythagorio bay
9:18,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,30,100,W,NEU,s,M,SP,"F,D",/,F,,Random to Pythagorio bay
9:25,119,23,18.05.2017,/,/,DD,1,20,17,3,0,Puffinus yelkouan,0,0,0,0,0,0,0,/,/,90,110,/,NEU,f,NMU,SP,"TR,D",2B,TR,DOLPHIN GONE,Random to Pythagorio bay
10:53,119,24,18.05.2017,37.6563,26.912131,DD,1,14,12,2,0,Tuna+Puffinus yelkouan,1,0,1,0,0,0,0,1SeC,1Sem,250,45,W,NEU,f,/,SP,TR,"3B,2IB",TR,,Random to Pythagorio bay
10:57,119,24,18.05.2017,/,/,DD,1,14,12,2,0,Tuna+Puffinus yelkouan,1,0,1,0,0,0,0,1SeC,1SeM,100,45,/,NEU,f,S,FR,TR,"1CD,2B",TR,,Random to Pythagorio bay
